"FSC.A","Timer.Blue","Timer.Red"
110487,3766.54,630.044
71949.5,115.37,45.9225
60923.8,108.73,-87.9948
89462.8,1348.75,140.11
87696,61.42,56.427
90421.8,506.3,674.679
107120,3264.39,263.242
103501,1489.85,228.483
82182.8,1426.77,241.755
114808,1387.76,139.145
74765.6,873.16,284.543
88868.5,633.29,104.481
96999.7,2061.72,539.495
109780,480.57,-17.9693
79345,568.55,7.07189
90617.8,2446.84,-25.8039
93924.6,502.15,195.096
114682,3142.38,948.205
78670.2,175.96,-44.2113
60008.9,92.13,-67.6137
94479,3818.83,212.999
92029,972.76,182.642
87714.9,3125.78,712.608
95503.8,1972.91,540.806
106001,190.07,-92.1798
109681,268.92,-51.2097
91763.7,1200.18,1721.64
116554,826.68,254.205
88785.2,424.96,-34.0146
80887.8,1810.23,185.232
79828,253.15,99.4354
84765.1,-3.32,-94.6173
99971.2,1676.6,1326.91
89858.3,221.61,-61.71
80689.7,431.6,114.298
66497.9,-175.13,-2.63732
114134,3325.81,920.25
118668,2175.43,284.702
63339.5,693.05,-31.4023
92227.1,1503.96,180.781
93154.6,2154.68,72.1997
90053.6,506.3,224.262
73680.6,0.83,-52.729
92890.7,117.86,-3.77172
75990.6,221.61,96.3256
90929.3,3608.84,511.02
91695.8,1382.78,550.212
91464.1,1768.73,213.652
97055.7,355.24,84.8188
102920,2204.48,154.517
76535.9,2158,89.096
99167.6,630.8,-34.6953
87437.7,1070.7,-0.820632
81295.9,691.39,18.857
99478.4,1123.82,331.052
82364.8,327.85,254.858
100337,55.61,22.1834
89012,225.76,258.669
100311,277.22,56.9955
84415.1,2342.26,-86.073
91350.7,97.11,-106.227
115321,514.6,192.876
102948,-68.06,-6.2881
89364.8,5087.9,138.693
105849,1187.73,162.84
99333.5,136.12,2.94324
97794.9,260.62,0.198392
96058.2,1450.84,279.02
61647.6,113.71,35.5405
87842.3,112.05,-30.544
104948,387.61,127.947
83909,117.86,-19.8793
108860,1308.08,354.914
85760.5,692.22,-57.8344
119049,780.2,74.1353
72916.2,538.67,-91.2883
91591.5,2093.26,-25.0851
91240.1,278.05,144.824
97044.5,180.11,-75.0104
103002,1254.96,90.0401
83318.2,912.17,104.448
99683.5,307.93,35.8115
69293.7,45.65,45.9988
80856.3,1057.42,200.827
92878.8,195.88,80.7604
77641.9,182.6,195.562
76034.7,216.63,-82.3488
95254.6,286.35,38.1555
70439.6,237.38,-43.0616
76436.5,426.62,569.842
93635.5,132.8,38.1555
83745.9,636.61,250.49
88902.8,373.5,255.736
87420.2,638.27,289.428
111898,1977.06,280.361
100334,1783.67,867.335
103035,360.22,259.55
83701.8,95.45,-7.10305
86565.5,506.3,127.012
98644,817.55,121.688
88652.2,331.17,189
92778,714.63,360.972
95841.2,5624.08,188.451
106983,380.14,112.019
92793.4,810.08,21.3675
98102.2,257.3,84.6967
78892.8,637.44,37.8046
97699.7,1035.01,244.633
101185,371.84,-7.41599
109765,803.44,-26.7761
93690.1,3294.27,335.069
101038,3264.39,53.4245
81569.6,2111.52,82.7602
105172,7493.24,1120.18
92197,365.2,25.4716
100610,687.24,709.413
103764,439.9,392.364
88485.6,2117.33,420.281
76264.3,87.15,-116.724
75153.4,276.39,23.6796
93880.5,112.05,74.9303
98715.4,54.78,178.304
78938.3,250.66,101.739
70636.3,235.72,-2.37127
112188,2761.41,375.095
101128,9194.74,1132.5
113749,1964.61,223.948
83815.2,105.41,-41.1994
64895.6,53.12,35.835
92418.9,533.69,-54.4211
76193.6,272.24,-19.205
93701.3,2793.78,251.991
79856.7,1376.97,399.579
102518,2153.02,175.974
78443.4,61.42,-11.4224
108664,1329.66,72.9682
88083.1,2215.27,96.2033
86207.8,1771.22,358.264
111259,1445.03,100.782
84452.2,-34.03,552.689
91718.9,230.74,-90.1941
101866,3752.43,396.301
104643,5615.78,545.198
113438,927.11,-8.81188
96821.2,2882.59,272.893
55657,21.58,-46.348
96182.8,3671.09,596.243
71510.6,791.82,-63.4323
121603,1336.3,160.241
89891.9,485.55,66.6379
106368,2127.29,607.01
85102.5,1242.51,-2.05298
93784.6,668.98,-124.185
79016,339.47,-28.7403
76618.5,4246.28,215.898
103360,1037.5,463.677
74147.5,141.93,-143.883
77966,333.66,183.26
89058.2,537.01,-110.319
96593,935.41,107.197
61593,99.6,-53.2497
77703.5,820.87,-43.5979
75328.4,504.64,54.4753
87465.7,448.2,30.4315
89258.4,405.04,228.388
83961.5,249.83,-13.3485
97829.2,1216.78,-22.0305
110160,603.41,318.02
95762.8,1848.41,287.808
72858.8,228.25,10.936
89056.8,612.54,340.467
94210.9,69.72,94.063
92570.1,2252.62,302.443
114630,2394.55,160.132
73687.6,144.42,-7.50626
92252.3,1243.34,532.477
93758.7,1679.09,-39.9571
114528,2633.59,74.68
68698.7,166,-66.3529
66719.8,262.28,1089.31
94622.5,4359.99,499.584
123708,1978.72,53.1262
118744,346.94,34.4565
97111,2255.11,-86.6748
110488,2532.33,154.876
91912.8,2154.68,107.693
105704,1392.74,581.817
101284,2162.98,36.0557
95323.2,546.14,40.8825
97394.5,339.47,-11.382
135715,987.7,1081.57
116294,1706.48,552.341
83419.7,107.9,-92.5558
111963,571.04,416.289
91429.1,278.88,-86.977
84589.4,690.56,-28.2267
91576.8,1489.02,-25.3161
98938.7,1743.83,55.2061
115200,485.55,510.787
94629.5,363.54,265.456
108655,1826,284.155
100718,1750.47,112.696
98563.5,327.85,23.3091
103057,2877.61,231.27
89637.1,93.79,-18.7392
89292.7,1859.2,207.548
124538,634.12,625.926
71610,126.16,43.8023
87045,333.66,38.2735
113540,4666.26,715.109
123154,1252.47,1185.07
102696,1972.91,499.707
111964,2398.7,771.301
86871.4,117.86,-91.9525
109357,1012.6,176.565
70520.1,446.54,71.9019
110994,1967.1,-55.3694
107246,1756.28,215.521
102200,4176.56,541.161
101613,192.56,304.419
75999,144.42,-18.3768
93208.5,532.03,688.758
81007.5,863.2,20.6892
64379,179.28,26.5026
71975.4,1199.35,167.484
83360.9,3838.75,659.368
112470,511.28,12.4459
107525,13.28,-106.751
97862.1,1504.79,220.236
82196.8,221.61,75.3948
102012,73.87,223.845
105877,868.18,-31.3626
97651.4,2587.94,387.947
90150.9,1167.81,167.53
74187.4,102.09,43.1745
83358.8,630.8,78.7514
112719,2483.36,559.723
79107.7,158.53,-97.0876
109968,3616.31,774.161
90663.3,1.66,35.6214
96765.9,834.98,1290.63
121094,2607.86,149.594
