"FSC.A","Timer.Blue","Timer.Red"
75799.5,194.22,-31.8838
78381.1,281.37,10.8249
81900.7,986.04,245.702
81862.2,1933.9,389.153
79774.1,112.88,110.969
81319,585.98,21.194
76281.1,53.12,22.6239
75554.5,898.06,-54.0882
75740,1655.85,851.89
85721.3,663.17,313.147
89917.8,534.52,292.7
98144.2,1333.81,306.389
86255.4,568.55,348.165
89896.1,2499.13,422.858
80021.9,2807.06,165.695
86359.7,83.83,-12.9372
82838,743.68,37.729
91963.9,1061.57,390.155
88009.6,947.03,337.63
63915.6,134.46,-19.7366
75936.7,288.84,130.646
82945.8,2550.59,238.172
88937.8,1906.51,190.762
79158.8,481.4,-26.2832
96559.4,2465.1,169.405
77507.5,92.13,-14.2905
74274.2,254.81,65.2792
74312.7,180.94,-0.196174
72418.5,149.4,-19.2485
83422.5,296.31,-51.1368
76230.7,156.04,-75.6145
80198.3,571.87,-47.246
82514.6,521.24,117.861
82501.3,193.39,116.026
80232.6,2109.86,396.966
80911.6,1400.21,41.963
86256.8,956.99,141.479
73781.4,107.9,-5.00739
84300.3,634.12,-11.216
74046,112.05,-71.2029
72360.4,532.03,-48.419
94549.7,1625.97,290.14
72667,119.52,59.0949
84011.9,1229.23,541.627
102806,1664.15,368.459
100243,324.53,267.466
86567.6,1320.53,224.048
90120.8,329.51,374.707
82931.8,835.81,60.2636
70110.6,698.86,47.9653
74260.2,620.01,-71.9954
88216.8,760.28,59.5279
76300.7,480.57,85.6363
85479.1,216.63,-79.7873
88111.8,737.04,22.7864
81447.1,71.38,-44.5152
88987.5,574.36,58.1513
79940,1845.92,267.928
71954.4,193.39,27.5574
78785,652.38,-18.4256
79466.1,326.19,-50.8534
77310.8,135.29,-89.3168
84233.8,1699.84,402.179
76547.1,910.51,121.969
74986.1,2260.09,268.084
76642.3,535.35,-22.9873
87371.2,950.35,76.7438
82572.7,375.99,120.446
82188.4,108.73,-97.3447
68779.9,199.2,208.854
75367.6,815.06,-136.904
84486.5,488.87,62.0491
74569.6,154.38,-52.7199
94975.3,675.62,509.096
80957.8,766.92,130.723
84454.3,1274.88,77.8154
79876.3,294.65,-78.0992
71331.4,330.34,-113.079
74319.7,393.42,-96.2235
91984.9,2626.95,453.426
78939,1203.5,113.166
75710.6,1199.35,431.203
73763.9,1694.86,142.085
84716.8,3260.24,211.531
88618.6,1012.6,18.1841
88242.7,1122.99,398.237
75488.7,160.19,8.14902
74736.2,211.65,41.4381
76706.7,282.2,-16.6561
87019.1,34.03,2.06197
71859.2,4.98,-48.972
85019.2,535.35,16.7662
76643,158.53,-19.1195
94652.6,2631.93,310.881
63473.9,43.99,-1.28529
70791,418.32,279.304
87576.3,490.53,271.212
84041.3,388.44,66.6403
82977.3,640.76,40.3578
88181.1,569.38,79.6698
62334.3,136.12,-114.636
90476.4,1412.66,374.941
87041.5,582.66,107.835
85033.2,1056.59,24.2226
72087.4,386.78,-110.063
84164.5,1232.55,86.7542
77726.6,182.6,55.563
90699,2481.7,526.031
86199.4,892.25,368.676
76878.2,435.75,-16.6059
72908.5,45.65,6.61156
83519.8,916.32,61.8698
85626.1,826.68,108.354
81312.7,637.44,-33.9451
79286.9,476.42,68.8247
85645.7,532.86,157.818
84904.4,1697.35,446.247
