"FSC.A","Timer.Blue","Timer.Red"
70427.7,288.01,-75.8889
78107.4,454.01,40.3404
110139,537.84,458.079
73604.3,116.2,68.6293
102794,5648.98,756.188
89177.2,5073.79,543.652
108960,1616.01,417.498
78144.5,1186.07,180.036
81024.3,219.95,567.493
93514.4,189.24,7.60112
96912.2,4684.52,245.666
104562,326.19,339.561
101638,1303.93,238.356
73777.9,1328.83,197.425
108621,252.32,149.495
78192.1,1254.13,73.0943
77812.7,82.17,38.2695
73315.9,123.67,-85.2628
80540.6,1064.06,370.481
118453,4276.16,358.089
73742.2,198.37,146.401
83289.5,897.23,91.2446
97768.3,1722.25,956.339
87007.2,476.42,206.179
70620.9,-38.18,74.1344
114804,1893.23,321.37
91781.2,1726.4,56.6455
103923,1538.82,609.54
70551.6,214.14,-18.0021
84231,2011.92,194.538
88460.4,543.65,-39.3588
88777.5,419.98,-45.5391
83878.2,643.25,1504.42
85385.3,1166.98,104.631
79893.1,83.83,-64.1229
86158.8,4162.45,443.658
81017.3,-20.75,-75.9515
93713.2,6396.81,516.346
116411,2381.27,405.42
107141,1348.75,49.9691
70818.3,265.6,47.5489
86987.6,350.26,-130.047
105158,2498.3,285.848
80033.8,271.41,112.826
106879,699.69,457.338
98119,898.06,250.026
109861,233.23,-71.7487
91984.2,2553.91,254.727
96486.6,2114.01,569.011
97153.7,472.27,186.116
73455.9,282.2,80.3759
100260,820.87,-187.146
94353,74.7,4.76706
118940,2224.4,419.646
109467,290.5,275.125
93312.8,3197.16,375.515
78283.8,921.3,-91.8292
89635.7,566.06,334.455
79354.1,81.34,-8.56491
99878.8,434.92,367.39
78583.4,223.27,248.952
120550,346.11,236.455
107527,591.79,171.502
126532,1259.94,367.578
96799.5,4584.92,761.86
102772,1311.4,78.5147
113562,1203.5,1268.99
68381.6,309.59,32.5709
100755,1274.05,536.961
77079.8,424.96,-73.5103
99427.3,2158,336.465
85190,273.07,19.4221
94858.4,1533.01,20.9473
93023,413.34,579.762
94254.3,447.37,64.878
60403.7,85.49,39.3025
102424,2394.55,1140.88
66152.1,-11.62,66.0062
91440.3,1158.68,360.48
78834.7,1170.3,429.407
98197.4,1226.74,399.994
84429.1,615.86,-21.3216
79007.6,377.65,78.3186
96413.8,95.45,-19.7003
85443.4,1630.12,152.705
80588.9,319.55,45.4835
76462.4,2495.81,68.8875
99467.2,760.28,295.739
102880,3267.71,796.096
89038.6,959.48,160.015
79483.6,529.54,91.9914
81374.3,1876.63,600.754
86653.7,638.27,-15.9272
98823.9,1486.53,140.01
85754.2,404.21,150.561
111872,2126.46,437.878
106924,2430.24,413.755
87605.7,2189.54,256.525
104182,2065.04,576.987
91091,38.18,7.56939
107062,795.14,252.923
95528.3,1363.69,339.194
70711.9,338.64,38.6374
86678.2,643.25,8.17781
99116.5,397.57,249.672
94145.1,335.32,133.105
97570.9,1279.86,-24.4995
79554.3,512.94,150.681
98169.4,2458.46,351.226
95895.1,695.54,718.03
80593.1,1208.48,94.4845
97055.7,991.02,310.098
84501.2,216.63,177.548
96953.5,1579.49,791.116
82754.7,388.44,794.815
78779.4,558.59,-137.372
93081.1,723.76,417.269
102329,97.11,92.7484
98877.1,598.43,933.175
114449,597.6,555.647
119668,4825.62,488.033
93898,805.1,196.315
93399.6,-34.86,-149.728
107881,592.62,92.7282
94867.5,453.18,170.57
107348,1380.29,422.503
100014,2678.41,348.733
95842.6,505.47,512.66
98178.5,2234.36,397.947
71624,401.72,16.6683
80719.1,463.97,107.682
94320.8,554.44,16.221
113988,773.56,116.584
122477,192.56,47.6941
88131.4,872.33,-103.213
85139.6,678.94,166.005
100870,1211.8,186.433
83216,58.1,-103.22
89687.5,102.92,-208.273
120051,2465.1,463.426
103577,799.29,127.424
79310,313.74,10.6409
95826.5,807.59,193.343
90537.3,87.15,-40.0519
70747.6,126.16,-57.9442
120159,3899.34,576.878
91018.9,255.64,71.369
105752,4164.11,289.191
77447.3,644.91,-113.766
67190.2,24.07,90.3304
70283.5,787.67,90.6724
101132,8966.49,692.325
74887.4,2020.22,74.1874
87713.5,2449.33,184.999
92653.4,1477.4,440.969
80862.6,2338.94,802.875
98395.5,4225.53,237.595
